country,country_code,year, tourism_receipts ,tourism_arrivals,tourism_exports,tourism_departures,tourism_expenditures, gdp ,inflation,unemployment
Central Europe and the Baltics,CEB,2011," $52,759,785,029 ",219665361.6,6.507660653,102137000,3.289125359," $1,458,455,207,230.34 ",4.130275626,9.767861778
Switzerland,CHE,2011," $20,809,000,000 ",8534000,4.422779731,18949000,4.138548674," $715,888,126,682.40 ",0.231349208,4.409
Channel Islands,CHI,2011,,,,,," $9,649,313,947.22 ",,
Chile,CHL,2011," $2,723,000,000 ",3963000,2.901825614,3220000,2.410493187," $251,382,573,885.59 ",3.341216943,7.277
China,CHN,2011,,135423000,,70250000,," $7,551,545,703,440.75 ",5.553898923,4.1
Cote d'Ivoire,CIV,2011," $186,000,000 ",270000,1.360675992,,6.118135773," $36,693,710,801.40 ",4.912433951,
Cameroon,CMR,2011," $423,000,000 ",604000,5.624370975,,7.562436746," $30,630,910,495.22 ",2.939699463,
"Congo, Dem. Rep.",COD,2011," $11,400,000 ",186000,0.111641025,,2.524374983," $25,839,749,199.37 ",15.31651591,
"Congo, Rep.",COG,2011," $47,000,000 ",224000,0.407837451,,4.096723093," $15,655,383,576.65 ",1.759587043,
Colombia,COL,2011," $3,841,000,000 ",2356000,5.928577185,2522000,5.740712553," $334,966,134,804.89 ",3.415033448,10.288
Comoros,COM,2011," $42,200,001 ",18799.99924,42.29581786,,12.16726392," $1,023,086,273.53 ",1.842663008,
Cabo Verde,CPV,2011," $438,000,000 ",428000,55.98522007,,10.33366802," $2,046,817,987.20 ",4.473883422,
Costa Rica,CRI,2011," $2,646,000,000 ",2526000,18.78779428,717000,4.058081216," $42,762,613,698.96 ",4.87799831,9.518
Caribbean small states,CSS,2011," $7,158,819,740 ",15421000,37.90329273,,," $31,032,622,591.16 ",3.198781417,
Cuba,CUB,2011," $2,503,000,000 ",2716000,,253000,," $68,990,000,000.00 ",,3.18
Curacao,CUW,2011," $540,000,000 ",837000,25.68476771,,10.9814062," $2,930,092,234.64 ",2.332531526,9.78
Cayman Islands,CYM,2011," $472,000,000 ",1710000,,,," $4,186,073,104.29 ",1.325435758,6.78
Cyprus,CYP,2011," $2,603,000,000 ",2626000,17.63340167,1209000,8.643662024," $27,641,547,909.70 ",3.289449396,7.942
Czechia,CZE,2011," $8,930,000,000 ",22810000,5.484537238,5279000,3.167740052," $231,429,378,717.31 ",1.917219136,6.712
Germany,DEU,2011," $53,465,000,000 ",28374000,3.34718371,84692000,7.079695818," $3,824,828,563,521.41 ",2.075172837,5.967
Djibouti,DJI,2011," $19,200,000 ",56000,4.575033787,,4.967463059," $1,239,144,501.78 ",5.068713948,
Dominica,DMA,2011," $106,000,000 ",418000,43.95674876,,," $501,025,925.93 ",1.131231365,
Denmark,DNK,2011," $6,366,000,000 ",25811000,3.436078462,7846000,6.026956825," $344,315,595,263.18 ",2.758682261,7.769
Dominican Republic,DOM,2011," $4,391,000,000 ",4654000,30.95676205,408000,3.410789779," $58,029,773,599.46 ",5.796768092,6.087
Algeria,DZA,2011," $300,000,000 ",2395000,0.392735346,1715000,1.001897625," $218,331,946,925.30 ",4.524211505,9.96
East Asia & Pacific (excluding high income),EAP,2011,,208057749.3,,97463919.67,," $9,653,901,165,350.29 ",5.295731852,3.880416438
Early-demographic dividend,EAR,2011," $159,008,779,622 ",251178036,6.359917652,230622330.1,4.623656722," $9,822,753,831,818.62 ",5.81149209,
East Asia & Pacific,EAS,2011,,324630664.8,5.527497911,254609640.2,4.496093654," $19,800,048,149,685.30 ",5.021460146,3.914691327
Europe & Central Asia (excluding high income),ECA,2011," $71,837,770,176 ",132498762.1,9.571506584,123276429.9,3.684009484," $1,568,792,048,512.52 ",7.858333333,8.714934757
Europe & Central Asia,ECS,2011," $491,024,085,792 ",918783439.7,,573579334.7,," $23,416,508,402,799.40 ",3.856112447,8.810947569
Ecuador,ECU,2011," $849,000,000 ",1141000,3.441455694,1022000,3.455798946," $78,986,648,000.00 ",4.474532658,3.458
"Egypt, Arab Rep.",EGY,2011," $9,333,000,000 ",9845000,19.83507959,4863000,4.195102401," $235,989,672,977.63 ",10.06492599,11.849
Euro area,EMU,2011," $300,788,545,114 ",514734250.2,,263529591.1,," $13,810,192,245,254.40 ",3.288014272,10.26319306
Eritrea,ERI,2011,,107000,,,," $2,065,001,626.02 ",,
Spain,ESP,2011,,99187000,,15944000,," $1,487,568,659,241.25 ",3.196101888,21.391
Estonia,EST,2011,,4907000,,1054000,," $23,303,915,794.76 ",4.981901315,12.328
Ethiopia,ETH,2011," $1,998,000,000 ",523000,34.26197065,,," $31,952,763,089.33 ",33.24995988,
European Union,EUU,2011," $362,150,580,144 ",743016204.7,,364843479.1,," $15,876,630,398,615.80 ",3.289449396,9.92065846
Fragile and conflict affected situations,FCS,2011," $20,895,406,713 ",30416045.12,4.40934748,,6.644730184," $1,664,322,263,474.61 ",5.442024705,
Finland,FIN,2011," $5,615,000,000 ",4192000,5.23979016,8238000,5.501694732," $275,126,915,515.57 ",3.416807543,7.781
Fiji,FJI,2011," $955,000,000 ",734000,42.54990024,132000,4.703549576," $3,779,411,899.37 ",7.278117827,4.406
France,FRA,2011," $66,133,000,000 ",196595000,8.028665391,31153000,6.305159223," $2,870,408,553,990.28 ",2.111597952,9.228
Faroe Islands,FRO,2011,,,,,," $2,505,740,669.27 ",,5.29
"Micronesia, Fed. Sts.",FSM,2011,,35400.00153,,,10.6625175," $311,301,600.00 ",5.082594039,
Gabon,GAB,2011," $25,400,000 ",,0.242449023,,10.58803223," $18,210,307,743.58 ",1.263317078,
United Kingdom,GBR,2011,,31886000,,67493000,," $2,663,805,834,828.07 ",3.856112447,8.195
Georgia,GEO,2011," $1,069,000,000 ",2712000,20.39348205,2237000,4.807345397," $15,475,290,469.29 ",8.542933333,19.632
Ghana,GHA,2011," $797,000,000 ",821000,5.460580042,,5.260415764," $39,336,668,080.56 ",8.728459371,
Gibraltar,GIB,2011,,,,,,,,
Guinea,GIN,2011," $2,120,000 ",131000,0.140796422,,1.840504596," $6,785,137,203.33 ",21.31692685,
"Gambia, The",GMB,2011," $86,000,000 ",106000,34.41273846,,4.338325911," $1,409,693,596.94 ",4.795882662,
Guinea-Bissau,GNB,2011," $14,500,000 ",36700.00076,5.130163977,,11.35576411," $1,157,074,319.19 ",5.046102263,
Equatorial Guinea,GNQ,2011,,,,,," $21,357,343,668.94 ",4.805389222,
Greece,GRC,2011," $16,269,000,000 ",,24.04211401,4941000,4.480228934," $283,228,079,776.04 ",3.329853234,17.973
Grenada,GRD,2011," $117,000,000 ",447000,31.46536346,,," $778,655,555.56 ",3.033472803,
Greenland,GRL,2011,,,,,," $2,684,461,375.47 ",,9.4
Guatemala,GTM,2011," $1,077,400,024 ",1434000,9.319228452,718000,5.196006713," $46,876,006,272.24 ",6.214123931,4.126
Guam,GUM,2011,,1160000,,,," $4,984,000,000.00 ",,13.3
Guyana,GUY,2011,,157000,,,," $3,691,384,317.52 ",4.977735637,
High income,HIC,2011," $837,141,829,240 ",1153167525,5.439745491,819893615.5,5.523989904," $51,637,656,551,411.50 ",3.410683411,7.950510957
"Hong Kong SAR, China",HKG,2011," $33,169,000,000 ",41921000,6.270548007,84816000,3.662287591," $248,513,617,677.29 ",5.30524893,3.422
Honduras,HND,2011," $641,500,000 ",1852000,10.2944502,1092000,4.549241707," $17,710,275,685.41 ",6.762279573,4.475
Heavily indebted poor countries (HIPC),HPC,2011," $12,202,929,229 ",19068517.6,7.833680835,,5.118089689," $565,719,952,141.47 ",6.429396811,
Croatia,HRV,2011," $9,598,000,000 ",49969000,39.37893154,5526000,3.621558737," $62,903,737,379.78 ",2.272727273,13.678
Haiti,HTI,2011," $456,000,000 ",946000,34.76430451,,10.33057923," $13,008,746,038.89 ",6.332794838,
Hungary,HUN,2011," $7,239,000,000 ",41304000,5.917037893,16634000,2.667184921," $141,942,264,554.48 ",3.929920989,11.029
IBRD only,IBD,2011,,631384271.5,,429376700,," $23,813,102,601,159.80 ",5.553898923,5.602052426
IDA & IBRD total,IBT,2011,,706710380.5,,560021930.8,," $25,609,760,647,500.50 ",5.799111731,
IDA total,IDA,2011," $25,740,362,370 ",53613909.32,6.697476899,,5.644391322," $1,796,658,046,340.63 ",6.332794838,
IDA blend,IDB,2011," $6,984,160,013 ",,3.438978804,,7.314262232," $851,975,410,787.14 ",4.457358716,2.592547894
Indonesia,IDN,2011," $9,038,000,000 ",7650000,4.243255124,6750000,4.578909378," $892,969,104,529.57 ",5.35604779,5.153
IDA only,IDX,2011," $19,403,983,285 ",32417429.92,9.957788844,,4.513961158," $944,682,635,553.49 ",6.716768436,
Isle of Man,IMN,2011,,,,,," $6,565,667,052.80 ",,3.31
India,IND,2011,,6309000,,13994000,," $1,823,051,829,894.55 ",8.911793365,
Not classified,INX,2011,,,,,,,,
Ireland,IRL,2011," $9,532,000,000 ",7630000,4.112745957,6514000,3.739744546," $241,337,364,609.74 ",2.548978302,15.354
"Iran, Islamic Rep.",IRN,2011," $2,489,000,000 ",3354000,,,," $629,082,257,472.37 ",26.29338567,12.491
Iraq,IRQ,2011," $1,557,000,000 ",1510000,1.887135481,,3.630426802," $185,749,664,444.44 ",5.801455371,
Iceland,ISL,2011,,628000,,341000,," $15,221,622,925.93 ",4.001026643,7.028
Israel,ISR,2011," $5,886,000,000 ",3362000,6.349726906,4387000,5.235770821," $267,406,179,630.43 ",3.484949198,7.139
Italy,ITA,2011,,75866000,,52617000,," $2,306,974,020,278.21 ",2.780632729,8.359
Jamaica,JAM,2011," $2,060,000,000 ",3077000,48.06005232,,2.721190902," $14,444,661,522.15 ",7.555856466,8.034
Jordan,JOR,2011," $4,351,000,000 ",6813000,31.65790472,1931000,6.009071794," $29,524,149,154.93 ",4.162441629,12.9
Japan,JPN,2011," $12,533,000,000 ",6219000,1.346678067,16994000,4.098103832," $6,233,147,172,341.35 ",-0.272455616,4.55
Kazakhstan,KAZ,2011," $1,524,000,000 ",5685000,1.63168239,8020000,3.567616797," $192,626,464,617.07 ",8.452904662,5.39
Kenya,KEN,2011," $1,844,000,000 ",1823000,18.49954986,,," $46,869,473,150.61 ",14.0224913,
Kyrgyz Republic,KGZ,2011," $405,000,000 ",3025000,12.64084063,3061000,8.06499088," $6,197,765,984.28 ",16.63632627,5.824
Cambodia,KHM,2011," $2,258,000,000 ",2882000,29.05759391,710000,3.607509697," $16,032,622,023.83 ",5.478447496,0.577
Kiribati,KIR,2011,,,,,," $195,970,104.36 ",1.497409799,
St. Kitts and Nevis,KNA,2011," $94,000,000 ",723000,20.37098829,,," $836,092,592.59 ",5.835165196,
"Korea, Rep.",KOR,2011," $17,329,000,000 ",9795000,2.55675686,12694000,3.35365674," $1,253,289,537,500.81 ",4.025965004,2.992
Kuwait,KWT,2011," $644,000,000 ",5574000,0.570155016,,21.33843179," $154,039,231,299.13 ",4.839403499,
Latin America & Caribbean (excluding high income),LAC,2011," $50,467,276,356 ",124212000,4.636887795,119714980.5,5.101483515," $5,320,453,324,524.34 ",5.128923767,6.514385043
Lao PDR,LAO,2011," $413,000,000 ",2724000,17.18240854,1788000,9.006472984," $8,750,104,617.17 ",7.568988561,
Lebanon,LBN,2011," $6,797,000,000 ",1655000,29.07318516,,14.31982664," $39,927,125,961.53 ",4.971485717,
Liberia,LBR,2011,,,,,," $2,398,000,000.00 ",8.488167518,
Libya,LBY,2011,,,,,," $48,169,263,294.10 ",15.51848153,
St. Lucia,LCA,2011," $321,000,000 ",950000,41.58889672,,," $1,568,370,370.37 ",2.769407941,18.86
Latin America & Caribbean,LCN,2011," $68,745,665,396 ",155233946.6,4.940632213,127572515.4,4.89178561," $6,138,988,197,082.15 ",4.977735637,6.5807737
Least developed countries: UN classification,LDC,2011," $14,414,479,463 ",23220314.71,6.584689108,,3.626255105," $788,789,635,781.67 ",6.79138292,
Low income,LIC,2011," $7,688,657,793 ",11065512.1,9.447718639,,4.462881024," $406,242,650,339.23 ",7.622822628,
Liechtenstein,LIE,2011,,67000,,,," $5,739,706,004.90 ",,
Sri Lanka,LKA,2011," $1,421,000,000 ",976000,10.41582678,1239000,4.161077746," $67,753,284,043.93 ",6.716768436,4.118
Lower middle income,LMC,2011," $84,015,611,030 ",125756815.6,,,," $4,221,076,552,618.26 ",6.332794838,
Low & middle income,LMY,2011,,585014466.5,,489755957.1,," $22,125,397,276,011.10 ",6.160775538,
Lesotho,LSO,2011,,398000,,,11.34989357," $2,579,409,619.97 ",5.036630521,
Late-demographic dividend,LTE,2011,,394674498.5,,258667721,," $16,536,989,301,806.90 ",4.370735599,4.850453874
Lithuania,LTU,2011,,4504000,,4020000,," $43,186,501,862.79 ",4.130275626,15.39
Luxembourg,LUX,2011," $5,358,000,000 ",874000,5.366961977,1643000,4.919996311," $61,696,281,326.25 ",3.410683411,5.122
Latvia,LVA,2011,,5538000,,3257000,," $26,575,547,900.82 ",4.370735599,16.206
"Macao SAR, China",MAC,2011," $31,118,000,000 ",28002000,93.48600244,908000,8.871695614," $36,845,888,757.19 ",5.806246167,2.56
St. Martin (French part),MAF,2011,,,,,," $775,875,748.52 ",,
Morocco,MAR,2011," $9,101,000,000 ",9784000,28.5792243,2378000,4.922949888," $110,080,631,332.38 ",0.90692491,8.91
Monaco,MCO,2011,,295000,,,," $6,088,689,808.38 ",,
Moldova,MDA,2011," $253,000,000 ",75000,9.231433662,136100.0061,6.270054293," $8,414,352,020.49 ",7.687251034,2.648
Madagascar,MDG,2011," $507,000,000 ",,18.98460824,,7.542193697," $11,551,819,617.87 ",9.482540486,
Maldives,MDV,2011," $1,966,000,000 ",931000,80.41653154,,10.05289189," $2,774,350,240.05 ",11.27341461,
Middle East & North Africa,MEA,2011," $71,917,597,407 ",111858609.8,5.441845769,,7.741212129," $3,401,558,785,521.88 ",4.524211505,11.35878117
Mexico,MEX,2011," $12,458,000,000 ",75732000,3.334632958,88113000,2.49092009," $1,229,013,703,416.76 ",3.407378246,5.175
Marshall Islands,MHL,2011," $4,780,000 ",4599.999905,6.189411574,,13.44069068," $172,300,000.00 ",,4.74
Middle income,MIC,2011,,567578027.4,,454402867.6,," $21,722,093,567,336.20 ",5.801455371,
North Macedonia,MKD,2011," $242,000,000 ",327000,5.047775138,,2.292862511," $10,494,626,767.64 ",3.904754221,31.502
Mali,MLI,2011," $218,000,000 ",160000,7.773702581,,4.434622168," $12,995,112,690.26 ",2.955643952,6.9
Malta,MLT,2011,,1916000,,348000,," $9,789,361,703.70 ",2.962985282,6.388
Myanmar,MMR,2011," $334,000,000 ",816000,3.949157799,,1.538245774," $59,977,326,085.99 ",5.021460146,
Middle East & North Africa (excluding high income),MNA,2011," $40,091,887,156 ",50267660.08,11.45511826,,4.655405991," $1,657,669,127,927.36 ",4.971485717,11.76638166
Montenegro,MNE,2011," $926,000,000 ",1201000,48.06887586,,2.410655827," $4,544,428,421.50 ",3.450143112,19.759
Mongolia,MNG,2011," $197,000,000 ",627000,4.304187281,,5.683014006," $10,409,797,377.86 ",8.411214953,4.769
Northern Mariana Islands,MNP,2011,,341000,,,," $729,000,000.00 ",,
Mozambique,MOZ,2011," $171,000,000 ",2013000,4.90777474,,3.465379079," $14,619,279,988.72 ",11.16660561,
Mauritania,MRT,2011,,,,,," $6,764,627,745.90 ",5.686319596,
Mauritius,MUS,2011," $1,808,000,000 ",983000,31.0334939,219000,5.780079987," $11,518,413,429.97 ",6.522492549,7.447
Malawi,MWI,2011," $36,000,000 ",767000,2.244020261,,3.191934057," $11,648,142,958.37 ",7.622822628,1.736
Malaysia,MYS,2011," $21,338,000,000 ",24714000,8.400564761,,5.364932689," $297,951,668,674.84 ",3.174470922,3.05
North America,NAC,2011," $228,403,300,798 ",172989421.9,7.408750577,176030211.6,5.268103499," $17,399,371,321,174.50 ",3.034488329,8.806981959
Namibia,NAM,2011," $516,000,000 ",1163000,11.04390239,,0.883640774," $12,523,359,440.55 ",5.005595181,
New Caledonia,NCL,2011," $285,000,000 ",112000,12.40829106,124000,7.445509108," $10,351,448,004.77 ",2.428996938,
Niger,NER,2011," $54,000,000 ",82000,4.025574203,,1.858643503," $8,772,950,777.79 ",2.94238514,0.317
Nigeria,NGA,2011," $688,000,000 ",3765000,0.671629135,,10.49963484," $414,466,676,831.16 ",10.82613719,3.77
Nicaragua,NIC,2011,,1122000,,912000,3.67680853," $9,774,320,144.00 ",8.082387981,
Netherlands,NLD,2011,,11300000,,18560000,," $913,140,741,332.69 ",2.341070178,4.977
Norway,NOR,2011," $6,565,000,000 ",4963000,3.191304408,8130000,12.22040323," $501,360,549,669.40 ",1.284951588,3.196
Nepal,NPL,2011," $415,000,000 ",736000,22.28265523,774000,6.514419902," $21,573,872,420.70 ",9.227075461,
Nauru,NRU,2011," $1,000,000 ",,2.344922417,,6.260655651," $65,444,173.78 ",0.3003003,22.96
New Zealand,NZL,2011," $7,295,000,000 ",2617000,14.20382213,2096000,7.202084841," $168,295,307,149.46 ",4.027906674,6.491
OECD members,OED,2011," $735,999,347,132 ",1038728159,5.563801823,756246597.7,5.249016174," $48,832,928,626,124.30 ",3.374297594,8.114275897
Oman,OMN,2011," $1,515,000,000 ",1393000,3.06562468,3341000,5.10658656," $77,497,529,258.78 ",4.042188671,
Other small states,OSS,2011,,33747412.99,,,," $158,481,994,196.49 ",4.237455033,
Pakistan,PAK,2011," $1,127,000,000 ",1161000,3.585403875,,3.938410638," $230,586,581,059.67 ",11.91609271,0.796
Panama,PAN,2011," $3,630,000,000 ",2004000,13.09925482,414000,2.263431415," $35,687,738,300.00 ",5.875802437,3.922
Peru,PER,2011," $2,814,000,000 ",3299000,5.634620246,2132000,4.115340684," $171,761,737,046.59 ",3.369310953,3.477
Philippines,PHL,2011," $4,053,000,000 ",3917000,7.091283665,,8.525680594," $234,216,730,295.94 ",4.718417047,3.592
Palau,PLW,2011," $94,000,000 ",111000,81.92752184,,10.36086903," $198,873,900.00 ",4.674698795,
Papua New Guinea,PNG,2011," $5,100,000 ",165000,0.069486249,,2.572371905," $17,985,138,065.85 ",4.44083401,2.62
Poland,POL,2011," $11,471,000,000 ",60745000,5.128056113,43270000,3.678909902," $527,848,543,023.47 ",4.239401496,9.576
Pre-demographic dividend,PRE,2011," $11,702,260,644 ",20093300.35,2.905934027,,5.775631305," $1,215,354,010,728.33 ",6.429396811,
Puerto Rico,PRI,2011," $3,143,000,000 ",4214000,,924000,," $100,351,700,000.00 ",,15.7
"Korea, Dem. People's Rep.",PRK,2011,,,,,,,,
Portugal,PRT,2011," $14,911,000,000 ",7264000,17.37279092,,5.216049982," $245,426,767,676.00 ",3.653011004,12.682
Paraguay,PRY,2011," $261,000,000 ",3365000,1.917524537,347000,2.368107752," $33,756,238,766.50 ",8.253968254,4.67
West Bank and Gaza,PSE,2011," $615,000,000 ",449000,34.1778847,,10.53616296," $11,186,100,000.00 ",2.877243585,17.597
Pacific island small states,PSS,2011," $1,581,634,366 ",1427095.933,42.09329753,,7.15902003," $7,755,256,810.74 ",4.878646417,
Post-demographic dividend,PST,2011," $777,851,552,011 ",994042514.7,5.799476676,734161121.6,5.379631656," $45,955,120,149,307.20 ",3.329853234,7.995185268
French Polynesia,PYF,2011," $725,000,000 ",196000,56.7926188,84000,14.00276581," $6,203,940,036.92 ",,
Qatar,QAT,2011," $4,463,000,000 ",2057000,3.663063429,,17.84089854," $167,775,268,626.37 ",1.138366235,0.56
Romania,ROU,2011," $2,016,000,000 ",7611000,2.969992225,10936000,2.916137428," $192,623,977,894.17 ",5.789253288,7.177
Russian Federation,RUS,2011," $16,961,000,000 ",24932000,2.957721584,43726000,9.106935957," $2,045,922,753,398.04 ",8.440464859,6.571
Rwanda,RWA,2011," $298,000,000 ",908000,31.26022805,,6.519710407," $6,884,913,658.11 ",3.080170692,
South Asia,SAS,2011,,10853945.55,,20968725.15,," $2,294,130,226,834.82 ",10.25024503,
Saudi Arabia,SAU,2011," $9,317,000,000 ",15776000,2.47644881,15865399.41,9.193983143," $676,634,666,666.67 ",5.826216088,
Sudan,SDN,2011," $179,000,000 ",536000,1.623409523,,8.496895921," $55,018,567,210.53 ",18.09661712,17.44
Senegal,SEN,2011," $525,000,000 ",977000,13.84226333,,3.888762386," $17,814,283,639.31 ",3.403228298,2.853
Singapore,SGP,2011," $17,929,000,000 ",13171000,3.156462825,7753000,4.362280743," $279,356,499,090.46 ",5.247793398,3.89
Solomon Islands,SLB,2011," $65,900,002 ",22899.99962,12.26858375,,10.81803702," $1,063,895,360.70 ",7.34270706,
Sierra Leone,SLE,2011," $44,000,000 ",,8.174434379,99000,1.046810978," $4,587,078,913.13 ",6.79138292,
El Salvador,SLV,2011," $729,000,000 ",1634000,12.40100501,1469000,2.391766544," $20,283,780,000.00 ",5.128923767,4.297
San Marino,SMR,2011,,2038000,,,," $1,813,717,438.69 ",2.899795843,5.06
Somalia,SOM,2011,,,,,," $2,906,000,096.93 ",,
Serbia,SRB,2011," $1,149,000,000 ",764000,7.404836186,,5.506718685," $51,251,098,408.09 ",11.13739763,22.959
Sub-Saharan Africa (excluding high income),SSA,2011," $27,688,408,246 ",40525618.32,5.687535568,,6.282599089," $1,628,268,358,951.27 ",5.686319596,
South Sudan,SSD,2011,,,,,," $14,907,308,932.75 ",46.85217572,
Sub-Saharan Africa,SSF,2011," $28,090,888,000 ",40741755.28,5.759157986,,6.280523909," $1,629,327,277,658.53 ",5.366210929,
Small states,SST,2011," $27,461,355,189 ",51988608.98,,,," $197,269,873,598.39 ",4.001026643,
Sao Tome and Principe,STP,2011," $15,900,000 ",12199.99981,54.18690307,,0.917854195," $226,455,001.24 ",14.32716676,
Suriname,SUR,2011," $69,000,000 ",221000,2.42304634,,2.185995856," $4,422,276,621.79 ",17.71177964,7.54
Slovak Republic,SVK,2011," $2,515,000,000 ",,3.017677337,3285000,2.923445097," $99,705,104,723.43 ",3.919285991,13.634
Slovenia,SVN,2011," $3,048,000,000 ",2236000,8.412742328,5073000,4.806148332," $51,199,194,599.31 ",1.802851719,8.166
Sweden,SWE,2011,,11567000,,,," $570,541,353,128.72 ",2.961150738,7.804
Eswatini,SWZ,2011," $10,100,000 ",1328000,0.602381113,1264000,1.705014033," $4,820,478,680.18 ",6.107427146,
Sint Maarten (Dutch part),SXM,2011," $729,000,000 ",2080000,71.00894067,,11.53390328," $936,089,385.47 ",4.584754357,
Seychelles,SYC,2011," $380,000,000 ",210000,40.320199,48000,5.504157082," $1,058,918,707.26 ",2.559267722,4.11
Syrian Arab Republic,SYR,2011," $1,816,000,000 ",6476000,,,," $67,539,428,159.45 ",4.753163889,
Turks and Caicos Islands,TCA,2011,,1010000,,,," $728,789,600.00 ",,
Chad,TCD,2011,,77000,,76000,," $12,172,308,851.04 ",2.029240537,
East Asia & Pacific (IDA & IBRD countries),TEA,2011,,205576450.4,,96258329.79,," $9,642,049,775,330.09 ",5.159004977,3.880416438
Europe & Central Asia (IDA & IBRD countries),TEC,2011," $92,930,188,769 ",244817219,6.45833858,173796366.8,5.304262397," $4,455,828,100,988.00 ",7.668629556,8.007790191
Togo,TGO,2011," $209,000,000 ",300000,12.36853369,,3.244390668," $5,422,442,166.44 ",3.563514729,1.982
Thailand,THA,2011," $30,924,000,000 ",19230000,11.76069579,5397000,2.950912916," $370,818,739,623.62 ",3.808790581,0.66
Tajikistan,TJK,2011," $184,100,006 ",183000,17.51770627,,0.776029423," $6,522,756,255.01 ",12.43154904,
Turkmenistan,TKM,2011,,,,,," $29,233,333,333.33 ",,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2011," $55,251,720,176 ",131390000,4.607419792,126189114.5,4.864754084," $5,941,942,238,761.69 ",5.462845929,6.599792503
Timor-Leste,TLS,2011," $18,000,000 ",51000,17.77628361,,3.323521835," $1,042,534,600.00 ",13.49984024,
Middle East & North Africa (IDA & IBRD countries),TMN,2011," $39,460,727,242 ",49845259.01,11.32245787,,4.546104526," $1,646,483,027,927.36 ",5.020099832,11.69943654
Tonga,TON,2011," $32,500,000 ",68400.00153,48.24577337,,9.012473675," $414,143,823.18 ",6.27075303,
South Asia (IDA & IBRD),TSA,2011,,10516493.57,,20658496.87,," $2,294,130,226,834.82 ",10.25024503,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2011," $28,090,888,000 ",40741755.28,5.759157986,,6.280523909," $1,629,327,277,658.53 ",5.366210929,
Trinidad and Tobago,TTO,2011," $650,000,000 ",491000,3.495320411,,1.70308679," $25,433,007,437.16 ",5.107132893,3.425
Tunisia,TUN,2011," $2,529,000,000 ",5746000,11.2426709,2303000,2.62782088," $48,123,325,825.07 ",3.24002842,18.334
Turkiye,TUR,2011," $30,302,000,000 ",36769000,16.50013341,6282000,2.127364674," $838,785,289,694.35 ",6.471879671,9.789
Tuvalu,TUV,2011," $2,400,000 ",1200.000048,16.1629058,2099.999905,17.57957884," $39,196,957.49 ",0.500580743,
Tanzania,TZA,2011," $1,383,000,000 ",868000,18.6936465,,7.710475628," $34,657,140,096.48 ",12.69096947,3.47
Uganda,UGA,2011," $977,000,000 ",1151000,22.72896812,367000,7.239010895," $27,871,725,241.47 ",16.56434962,0.882
Ukraine,UKR,2011," $5,406,000,000 ",24535000,6.462487448,20335000,5.148352293," $169,333,835,201.55 ",7.955724663,7.851
Upper middle income,UMC,2011,,433149966,,301908358.9,," $17,501,017,014,718.00 ",5.675333507,5.37362812
Uruguay,URY,2011," $2,401,000,000 ",3244000,18.58984457,1534000,6.248758141," $50,342,406,067.08 ",8.092832063,6.307
United States,USA,2011," $178,935,000,000 ",147271421.9,8.347577577,114089000,4.840714095," $15,599,732,000,000.00 ",3.156841569,8.949
Uzbekistan,UZB,2011,,1393000,,,," $60,178,909,297.21 ",13.77974465,4.96
St. Vincent and the Grenadines,VCT,2011,,208000,,,," $713,796,370.37 ",3.186031116,
"Venezuela, RB",VEN,2011," $806,000,000 ",625000,0.842611468,1719000,5.75230798," $316,482,190,800.36 ",26.09021232,6.902
British Virgin Islands,VGB,2011," $388,000,000 ",338000,,145000,,,,
Virgin Islands (U.S.),VIR,2011," $1,122,000,000 ",2686000,,,," $4,223,000,000.00 ",,
Viet Nam,VNM,2011," $5,710,000,000 ",6014000,5.3977407,,1.565718995," $172,595,049,183.93 ",18.67773228,0.999
Vanuatu,VUT,2011," $249,000,000 ",248899.9939,71.03793511,22000,9.629667072," $770,153,588.22 ",0.873793105,
World,WLD,2011," $1,307,820,554,832 ",1792688016,5.7747078,1504559276,5.351160781," $74,080,837,776,246.30 ",4.82239636,5.918276035
Samoa,WSM,2011," $134,899,994 ",128000,64.73200379,57000,5.233632786," $744,097,050.17 ",5.235415915,5.68
Kosovo,XKX,2011,,,,,," $6,341,613,609.98 ",7.336417713,
"Yemen, Rep.",YEM,2011," $910,000,000 ",1175000,8.763445825,,2.409457173," $32,726,417,878.39 ",19.54356171,
South Africa,ZAF,2011," $10,706,000,000 ",12097000,8.434235446,,6.807017058," $458,199,494,830.83 ",4.99926697,24.639
Zambia,ZMB,2011,,920000,,,2.954720986," $23,459,515,275.58 ",6.429396811,
Zimbabwe,ZWE,2011," $164,000,000 ",2423000,3.367463495,693000,3.418710718," $14,101,920,300.00 ",3.466129728,5.368
Aruba,ABW,2012," $1,412,000,000 ",1481000,44.81109161,,10.24609634," $2,615,208,379.89 ",0.627471993,
Africa Eastern and Southern,AFE,2012," $26,393,212,256 ",32748552.39,8.966050079,,4.452551579," $952,998,559,818.56 ",9.158708432,
Afghanistan,AFG,2012," $167,000,000 ",,7.170886995,,1.125752756," $19,907,329,777.59 ",6.441212809,1.692
Africa Western and Central,AFW,2012," $4,741,440,190 ",10221030.4,2.389751913,,7.863533485," $739,938,079,289.66 ",4.578374635,
Angola,AGO,2012," $711,000,000 ",528000,0.989241065,,0.628160033," $128,052,915,766.34 ",10.27790492,
